id,status,notes
cmkzbpis800in14grseq2hkhl,警告,"专业名格式错误"
cmkzbpitp00k814grprf93pp7,通过,""
cmkzbpijp00b714grb51tk2km,警告,"专业名格式错误"
cmkzbpibn004k14grfz8gap1t,警告,"专业名格式错误"
cmkzbpia1003514grulmz82dz,警告,"专业名格式错误"
case5,通过,""
cmkzasifi000qtzlsrzoiszui,通过,""
cmkzasifg000otzlssh20q4dp,通过,""
cmkzbbro80002mccwnc6zepmj,通过,""
cmkzbbroe0008mccwh4lxg70m,通过,""
cmkzbbrob0004mccw7oul0eqr,通过,""
cmkz5ueqh000im2sp9buxzuhu,通过,""
cmkzbbrof000amccw4uvr4bno,通过,""
cmkz5ueqi000km2sp8zo4mbw8,通过,""
cmkz5ueqf000gm2spw5kqt1sr,通过,""
cmkzbbroc0006mccw99esa0kg,通过,""
cmkzbpibx004s14grbuyw9tmc,警告,"专业名格式错误"
cmkzbpii3009j14gr91cqntyy,通过,""
cmkzbpibj004g14grbd7ueifb,警告,"专业名格式错误"
cmkzbpihf009614gr9b2sws7n,警告,"专业名格式错误"
cmkzbpief007814gri0mvp3mh,通过,""
cmkzbpijk00b114grus0i4ohk,警告,"专业名格式错误"
cmkzbpiw300mj14grt614p4yp,通过,""
cmkzbpi90002a14gr837l3yot,警告,"专业名格式错误; 关键数据缺失"
case1,通过,""
cmkzbbroj000imccw3icr6ax4,通过,""
cmkzbbroi000gmccwy3l5ry1h,通过,""
cmkzaoovr0006flkkakhnof98,通过,""
cmkzasif9000gtzlsz66z7l65,通过,""
cmkzasif7000etzlseknlbw1f,通过,""
cmkzaoovl0002flkk1ybduyvf,通过,""
cmkzasifa000itzlsec9eqtbx,通过,""
cmkzaoovp0004flkk94un94fx,通过,""
cmkzaoovt0008flkkmhthpqc6,通过,""
cmkzbbrok000kmccw686pa4zl,通过,""
cmkzbbroi000emccwwmhj9ynt,通过,""
cmkzbbroh000cmccwdjsj4aay,通过,""
cmkzbpiwm00n614grslx2c4dg,警告,"专业名格式错误; Top20低SAT录取: 1070; Top10低SAT录取"
cmkzbpiw100mh14gr21tyxslk,通过,""
cmkzbpi72000v14grisehs874,警告,"专业名格式错误; ACT异常低: 14"
cmkz2sxmc0018dx9bb6xq2vn9,通过,""
cmkzbpiw500ml14grthffxunz,通过,""
cmkzbpivc00lt14grpkz2z17s,通过,""
cmkzbpiut00lb14gr0icevjzc,警告,"专业名格式错误"
cmkzbpiur00l914gr24u1akk7,警告,"专业名格式错误"
cmkzbpium00l314grn31e9k9n,警告,"专业名格式错误"
cmkz2sxo1002ndx9bhisisqbi,通过,""
cmkzbpiwy00nh14grmxnqxequ,警告,"专业名格式错误"
cmkzbpi68000o14gry7x1ae50,通过,""
cmkzbpi6c000q14grkgvvvokf,警告,"关键数据缺失"
cmkzbpis000id14grbsn632ut,警告,"专业名格式错误"
cmkzbpirl00i314grgoaa9ccd,警告,"专业名格式错误"
cmkzbpirj00i114grr1hxqyeq,警告,"Top10极低GPA录取; 关键数据缺失"
cmkzbpin300dz14gr5642uj5t,通过,""
cmkzbpimu00dv14grwz661rxd,通过,""
cmkzbpi5o000f14grclh3sbgu,通过,""
cmkzbpilp00d214grvaeapfge,警告,"专业名格式错误"
cmkzbpi9v002z14gr0g5mouin,警告,"专业名格式错误"
cmkzbpiam003o14grrgpua5b6,警告,"Top10低SAT录取"
cmkzbpib8004714grjn4gs4uh,警告,"专业名格式错误"
cmkzbpibi004e14grc4ofj8g9,警告,"专业名格式错误"
cmkzbpibp004m14gr3m30qrth,警告,"专业名格式错误"
cmkzbpid0005y14groprt7dpe,警告,"专业名无效"
cmkzbpidm006m14grwypjlik2,警告,"专业名无效"
cmkzbpidv006u14grx9vikfpr,警告,"专业名无效"
cmkzbpif6007g14grnbji0p27,警告,"专业名格式错误"
cmkzbpie8007014grn4lfs1jh,通过,""
cmkzbpil900cm14grxxqopew0,警告,"专业名格式错误"
cmkzbpiel007e14gruaxec3uo,通过,""
cmkzbpifr007z14grw3rovwt5,警告,"专业名格式错误"
cmkzbpigi008h14gryhdvopew,警告,"ACT异常低: 14"
cmkzbpil200ce14grb5vg2fxw,警告,"专业名格式错误"
cmkzbpigj008j14gr86whdc1x,警告,"ACT异常低: 14"
cmkzbpijh00ax14gr6v7an3mp,警告,"专业名格式错误"
cmkzbbrol000mmccww0bl5owa,通过,""
cmkzasiex0002tzlss68iudbm,通过,""
cmkzasif00004tzlsfww518nr,通过,""
cmkzbbroq0012mccw93ud8n9r,通过,""
case2,通过,""
cmkzbbroo000wmccw1hq0z6ys,通过,""
case3,通过,""
cmkzasif30008tzlswjg04wcp,通过,""
cmkzasif4000atzls1dnfpwmq,通过,""
cmkzbbron000umccwdiov949p,通过,""
cmkzbbron000smccw32cuiymr,通过,""
cmkzbbrol000omccww0558xvj,通过,""
cmkzbbrop0010mccwsjxsa9hp,通过,""
cmkzaooz20040flkkeh15v12k,通过,""
cmkzaooz0003yflkk265stj5d,通过,""
cmkzaooyy003wflkki2ny3675,通过,""
cmkzaooyw003uflkk1o9326fy,通过,""
cmkz5uepx0002m2spa1holtlv,通过,""
cmkz5ueq10004m2spuxfm6nme,通过,""
cmkzasif6000ctzlsuz3xcveg,通过,""
cmkz5ueq60008m2spngeuuj2b,通过,""
cmkzbbrom000qmccwraa8qlf7,通过,""
cmkzbbror0014mccwnerhoh2s,通过,""
cmkzbbroo000ymccwte3qstmf,通过,""
cmkz5ueq40006m2sp825hxll0,通过,""
cmkzbpikx00c814grjfqed827,警告,"专业名格式错误"
cmkzbpijf00av14grwu9dt0jh,警告,"专业名格式错误"
cmkz2sxo3002pdx9b1mdxo8m3,通过,""
cmkzbpitm00k414grxk98ojrc,通过,""
cmkzbpia7003b14gr04m8791z,警告,"专业名格式错误"
cmkzbpibl004i14gr9qm1ke95,警告,"专业名格式错误"
cmkzasife000mtzlsxumw334o,通过,""
cmkzbbros0018mccwjwtfkc4f,通过,""
case4,通过,""
cmkzasifc000ktzlsedxdkqwn,通过,""
cmkz5ueqd000em2spvhagnri1,通过,""
cmkz5ueqb000cm2sp52sudewe,通过,""
cmkz5ueq8000am2spovcd4hfb,通过,""
cmkzbbror0016mccw88y4mtv7,通过,""
cmkzbbros001amccwlhrehhec,通过,""
cmkzbbrot001cmccweloyqolb,通过,""
cmkzbbrou001emccwip2vkwpw,通过,""
cmkzbpiv500ll14grotmc7duy,通过,""
cmkzasifm000wtzlskypbuki6,通过,""
cmkzasifp0010tzls69go2iyi,通过,""
case8,通过,""
cmkzbbrox001mmccwyw9rrljn,通过,""
cmkzbbrow001kmccwh3wf7pnp,通过,""
cmkz5ueqo000qm2spcubeniqe,通过,""
cmkz5ueqr000um2sp3wpvrm77,通过,""
cmkzaooz90048flkkbss0s15o,通过,""
cmkzasifn000ytzlsu9tqw6kn,通过,""
cmkz5ueqp000sm2spg65odsbm,通过,""
cmkzaooz80046flkk3k66xznm,通过,""
cmkzbbroy001omccwjiqbyp3g,通过,""
cmkzbbrov001gmccwg1be06b4,通过,""
cmkzbbrov001imccwbs02a5bz,通过,""
cmkzbpil500ci14grqn28y69w,警告,"专业名格式错误"
cmkzbpigb008b14gr26ysyay4,警告,"ACT异常低: 14"
cmkzbpiea007214gr4yb6b7h7,通过,""
cmkzbpife007n14gr9thy6q9e,警告,"专业名格式错误"
cmkzbpi9u002x14gr37rrdetg,警告,"专业名格式错误"
cmkzasift0018tzlsmts28m85,通过,""
case6,通过,""
case9,通过,""
cmkzbbrp50024mccwvuroijzt,通过,""
cmkzbbrp2001wmccwu742jjxl,通过,""
cmkzaoovy000cflkk0ap4gzdv,通过,""
cmkzbbroz001smccwuz0rtg8g,通过,""
cmkzaoowd000uflkkr5tko2s8,通过,""
cmkzbbrp40022mccwo4hboxwt,通过,""
cmkzaoowb000sflkkjqqss6op,通过,""
cmkzaoow2000eflkkrlummcjp,通过,""
cmkzbbrp2001ymccwwocyaft1,通过,""
cmkzasifv001atzlss6sxzj6f,通过,""
cmkzaoovv000aflkk67bqxbze,通过,""
cmkzbbrp30020mccwuku5pbf6,通过,""
cmkzbbroy001qmccwu7kd7nh2,通过,""
cmkzbbrp60026mccwll67qdis,通过,""
cmkzbbrp1001umccw23ontxhx,通过,""
cmkzbbrp60028mccw913g9rxu,通过,""
cmkz2sxm80016dx9b0hgrol8i,通过,""
cmkzbpivf00lx14grjkgsv8bc,通过,""
cmkz2sxnx002jdx9b0n5wrlfe,通过,""
cmkzbpiuj00kz14grivimfnhu,警告,"专业名格式错误"
cmkzbpirx00ib14grg21ljoav,警告,"专业名格式错误"
cmkzbpigd008d14grx0d6bhe4,警告,"ACT异常低: 14"
cmkzbpinl00ea14griit0yqid,警告,"专业名格式错误; 关键数据缺失"
cmkzbpi9l002p14gr1zsf9hjr,警告,"专业名格式错误"
cmkzbpiec007414grsh17sls7,通过,""
cmkzbpi9x003114grb6ypxwhv,警告,"专业名格式错误"
cmkzbpi9z003314grq1snrph2,警告,"专业名格式错误"
cmkzbpijo00b514gr3y11u9kp,警告,"专业名格式错误"
cmkzbpil000cc14grw4jd4h5p,警告,"专业名格式错误"
cmkz2sxnt002edx9btgfzq71a,通过,""
cmkzbpis500ij14grxvhsuu90,警告,"专业名格式错误"
cmkzasifw001ctzlshpqd2acq,通过,""
cmkzasifx001etzlswg2ztz2v,通过,""
cmkzbbrph0030mccw0a2whg7r,通过,""
cmkzaoow6000kflkkj3k7udv0,通过,""
cmkzbbrpd002qmccwhy41ucyt,通过,""
cmkzaoowa000qflkkl8a2amkj,通过,""
cmkzbbrp9002emccwuxqdb0e7,通过,""
cmkzbbrpe002smccw6hry4l0j,通过,""
cmkzbbrp7002amccwau9x1wwh,通过,""
cmkzbbrp8002cmccw89sajq5u,通过,""
cmkzaoow3000gflkkqlcyryoq,通过,""
cmkzbbrpc002mmccwxjavpovv,通过,""
cmkz5uer30016m2spcscz0e0x,通过,""
cmkzbbrpd002omccwl64x3dyi,通过,""
cmkzaoow5000iflkkdal27drj,通过,""
cmkzaoow9000oflkk8ngomjgd,通过,""
cmkz5uer40018m2spjih002h6,通过,""
cmkzaoow7000mflkkv0bcrzks,通过,""
cmkzbbrpf002wmccwhwrocq74,通过,""
cmkzbbrph0032mccw5ffsa9sp,通过,""
cmkzbbrpb002kmccw5k8yiy27,通过,""
cmkzbbrpg002ymccwik5u7nt3,通过,""
cmkzbbrpa002imccwmpyd6vhc,通过,""
cmkzbbrpf002umccwlm7eyb08,通过,""
cmkzbbrp9002gmccwf9hf6kb4,通过,""
cmkzbpigg008f14grmmbuijl5,警告,"ACT异常低: 14"
cmkzbpibq004o14gru8bedcd1,警告,"专业名格式错误"
cmkzbpiej007c14grqxa6uvxi,警告,"关键数据缺失"
cmkzbpix600nn14grfajj51od,警告,"专业名格式错误; 关键数据缺失"
cmkzbpiky00ca14grmke9ladj,警告,"专业名格式错误"
cmkzbpijr00b914grph1a7up4,警告,"专业名格式错误"
cmkzbpixp00o314gr6xizbdiu,警告,"专业名格式错误; 关键数据缺失"
cmkzbpi9r002v14gri8p2ikah,警告,"专业名格式错误"
cmkzbpi9p002t14gr9q4uohks,警告,"专业名格式错误"
cmkzbpihz009f14grxl48k73v,通过,""
cmkzbbrpo003omccw6aw365am,通过,""
cmkz5ueqm000om2spo8v3oa0q,通过,""
case7,通过,""
cmkzasifj000stzls7h7t3pyw,通过,""
cmkzbbrpq003umccwp83n88ds,通过,""
cmkzbbrpi0036mccw3mabkk0d,通过,""
cmkzasifq0012tzls2rif0awi,通过,""
cmkzasifs0016tzlsr0zu95l3,通过,""
cmkzbbrpn003mmccw55hy0tts,通过,""
cmkz5uer6001am2spmfy1lj13,通过,""
cmkzbbrpi0034mccwll798oby,通过,""
cmkz5ueqk000mm2spihfz8dyk,通过,""
cmkzasifl000utzls0x3a4c3f,通过,""
cmkz5ueqt000wm2spo92j0kj6,通过,""
cmkz5uer8001cm2sp4fjb2h0m,通过,""
cmkzaoozc004cflkke73ze88r,通过,""
cmkz5ueqy0010m2spsfpcme2a,通过,""
cmkzaooz40042flkkad1nle66,通过,""
cmkz5ueqv000ym2spkark587a,通过,""
cmkzaooz50044flkk7en58q18,通过,""
cmkzbbrpj0038mccw0i2g39r5,通过,""
cmkzbbrpq003wmccwclreouuo,通过,""
cmkzasifr0014tzlskaawo1lj,通过,""
cmkzbbrpl003gmccw3oyyx0jc,通过,""
cmkzbbrpn003kmccwmeckqfv3,通过,""
cmkzbbrpl003emccwa3o8yuft,通过,""
cmkzbbrpk003cmccwcj7616pw,通过,""
cmkzbbrpk003amccw5zfo6c8n,通过,""
cmkzbbrpo003qmccwvghyqmr9,通过,""
cmkzbbrpp003smccww5ei28px,通过,""
cmkzaoozb004aflkkdev2los7,通过,""
cmkzbbrpm003imccwk2ed3gew,通过,""
cmkzbpieh007a14grex8bgqnr,通过,""
cmkzbpiu400ko14grnge3dwpn,警告,"关键数据缺失"
cmkz2sxn3001tdx9bz51fyfkw,警告,"关键数据缺失"
cmkzbpiwo00n814grlysmskik,警告,"专业名格式错误; Top20低SAT录取: 1070"
cmkzbpilh00cu14gr9cjikik1,警告,"专业名格式错误"
cmkzasig3001otzlswll4ge6s,通过,""
cmkzaoowp001aflkkaex52foi,通过,""
cmkzasig2001mtzlslyyj2qyk,通过,""
cmkzasifz001itzlsevnx2v79,通过,""
cmkzasify001gtzlsi5ovywep,通过,""
cmkzbbrpr003ymccwqhe472oy,通过,""
cmkzbbrpw004cmccwutzn613p,通过,""
cmkzbbrpw004amccw0k3gne47,通过,""
case10,通过,""
cmkzbbrpu0046mccw271hn4xw,通过,""
cmkzbbrpt0042mccwziz6fx8d,通过,""
cmkzasig1001ktzlshtfigqj4,通过,""
cmkzaoowf000wflkk1vdv9dzj,通过,""
cmkzaoowg000yflkksv85dfuu,通过,""
cmkz5uesr0031m2spcxsqk62k,通过,""
cmkzaoowk0012flkk7vqw11et,通过,""
cmkzaoowq001cflkk52p6xqsk,通过,""
cmkzaoowi0010flkk9l19p24r,通过,""
cmkz5uesv0035m2spwp4v3iki,通过,""
cmkz5uerw0024m2spe1oxhsbv,通过,""
cmkz5uerv0022m2sp5hm7rajp,通过,""
cmkz5uert0020m2sp608z9cpu,通过,""
cmkz5uest0033m2spll8b1l82,通过,""
cmkzaoown0018flkk15gsgs2m,通过,""
cmkzaoowm0016flkkntfqdkp3,通过,""
cmkzbbrpt0044mccwf52d8g7t,通过,""
cmkzbbrpy004gmccw9qms5uf4,通过,""
cmkz5uesx0037m2spncdp83b7,通过,""
cmkzbbrps0040mccwkpxp6kni,通过,""
cmkzbbrpx004emccwkfjwpgn1,通过,""
cmkzbbrpv0048mccw0fwy4cb4,通过,""
cmkzaoowl0014flkkbgymh2c8,通过,""
cmkzbpia3003714gr1keetvuu,警告,"专业名格式错误"
cmkzbpig1008314gr6j37wldb,警告,"专业名格式错误"
cmkzbpil400cg14grywdnn5w1,警告,"专业名格式错误"
cmkzbpigt008s14grw1dm6vmz,警告,"ACT异常低: 14"
cmkzbpiih009x14gr5vkf99d3,通过,""
cmkzbbrpz004kmccwsjulf4xx,通过,""
cmkzbbrpz004mmccwxilxd7t3,通过,""
cmkzbbrq0004omccw10vnosst,通过,""
cmkz5uera001em2spnzso2hzg,通过,""
cmkz5uerc001gm2spr5ll26ji,通过,""
cmkzbbrq0004qmccwkz4a1kr4,通过,""
cmkzbbrpy004imccwqggxlda4,通过,""
cmkzbpis700il14grex91znw6,警告,"专业名格式错误"
cmkzbpitn00k614grpovlg32b,通过,""
cmkzbpia5003914grpx0k130m,警告,"专业名格式错误"
cmkzbpiwk00n414gr6icv6fck,警告,"Top30低GPA录取: 3.1"
cmkzbpii1009h14grixno19ag,通过,""
cmkzbbrq30052mccweh54uqzk,通过,""
cmkzbbrq1004smccw69vmnrzq,通过,""
cmkz5uerf001km2spc36b6dbp,通过,""
cmkzbbrq50058mccw2qs623nv,通过,""
cmkzbbrq2004ymccw25zv6wkv,通过,""
cmkz5uerd001im2spddcku1yd,通过,""
cmkz5uer00012m2spivi21qn1,通过,""
cmkz5uer10014m2spgdi42us3,通过,""
cmkzbbrq30050mccw1hqh7mqp,通过,""
cmkzbbrq40056mccw4kyqs1kc,通过,""
cmkzbbrq6005amccwx24cos6a,通过,""
cmkzbbrq40054mccwt2o6zvoo,通过,""
cmkzbbrq2004wmccwjbmqc7g2,通过,""
cmkzbbrq1004umccwjonj1oh7,通过,""
cmkzbbrqa005kmccwd9g76lff,通过,""
cmkzbbrq7005emccwmnl5w7zx,通过,""
cmkz5uerl001sm2spdzpv10s5,通过,""
cmkz5uerk001qm2spw1mtk6sb,通过,""
cmkzbbrq9005imccw7f7hfj32,通过,""
cmkzbbrq8005gmccwqq2yqmi9,通过,""
cmkzbbrq6005cmccwb5liug9v,通过,""
cmkzbpimp00dq14grp9j3y0sr,通过,""
cmkzasigc0022tzls74cs4qpn,通过,""
cmkzasigd0024tzlsojtg7cf1,通过,""
cmkzaoozh004iflkkipb6j56j,通过,""
cmkzaoox4001uflkk3fh5wk0d,通过,""
cmkzaoox6001wflkkxe78368k,通过,""
cmkzam0ky0006129lp03sy6dq,通过,""
cmkzaoozj004kflkkupqj2spq,通过,""
cmkzam0kw0004129luc6lm7pz,通过,""
cmkzam0ko0002129lpj83nkqb,通过,""
cmkzbbrqb005mmccwic30fc5k,通过,""
cmkzbbrqb005omccwox947d5k,通过,""
cmkzbbrqc005qmccwzv2m4n8z,通过,""
cmkzbpiln00d014grnd16f6v9,警告,"专业名格式错误"
cmkzbpiv000lh14gr5s5meb6u,警告,"专业名格式错误"
cmkzbpix000nj14greorfqr9t,警告,"专业名格式错误"
cmkzbpidi006h14grspvttftq,警告,"关键数据缺失"
cmkzbbrqe005ymccwy04n4igr,通过,""
cmkzam0l5000c129lrtl9c1ur,通过,""
cmkz5uerr001ym2sp5d9t9ghi,通过,""
cmkzam0l00008129l2l1fl2s3,通过,""
cmkzam0l2000a129ljs8safie,通过,""
cmkzbbrqc005smccwb7wucll1,通过,""
cmkzbbrqf0060mccwz89sdd8y,通过,""
cmkzbbrqd005wmccwo8nglwae,通过,""
